json,hunt_dir,scale,task,recipe,seq_len,hidden,message_ratio,message_identity_slots,message_slots_inplace,message_pool_remainder,message_keep_local_swa,message_extra_slot_attends,global_layers,n_distractors,calibrated,arch,params,acc,step,recovered_bits,information_flow,bytes_per_input_token,prize_bits
e25_bridge1k_1280_ip_id_match2_nd1/bridge_1k_recall.json,e25_bridge1k_1280_ip_id_match2_nd1,bridge_1k,recall,recall,1280,128,1,True,True,False,False,0,1,,True,e18_local,594892,0.24267578125,3200,0.0,0.0,0.0,64.0
e25_bridge1k_1280_ip_id_match2_nd1_extrahop/bridge_1k_recall.json,e25_bridge1k_1280_ip_id_match2_nd1_extrahop,bridge_1k,recall,recall,1280,128,1,True,True,False,False,1,1,,True,dense,594892,0.99462890625,1150,63.195395140827046,0.9874280490754226,0.006171425306721391,64.0
e25_bridge1k_1280_ip_id_match2_nd1_extrahop/bridge_1k_recall.json,e25_bridge1k_1280_ip_id_match2_nd1_extrahop,bridge_1k,recall,recall,1280,128,1,True,True,False,False,1,1,,True,e18,594892,0.24951171875,1150,0.0,0.0,0.0,64.0
e25_bridge1k_1280_ip_id_match2_nd1_extrahop/bridge_1k_recall.json,e25_bridge1k_1280_ip_id_match2_nd1_extrahop,bridge_1k,recall,recall,1280,128,1,True,True,False,False,1,1,,True,e21,603212,0.24951171875,1150,0.005283131173043298,8.254892457880154e-05,5.159307786175096e-07,64.0
e25_bridge1k_1280_ip_id_match2_nd1_extrahop/bridge_1k_recall.json,e25_bridge1k_1280_ip_id_match2_nd1_extrahop,bridge_1k,recall,recall,1280,128,1,True,True,False,False,1,1,,True,e18_local,594892,0.26123046875,1150,0.008769563471334155,0.00013702442923959617,8.56402682747476e-07,64.0
e25_bridge1k_1280_ip_r4_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_h256_recall,bridge_1k,recall_single,recall_single,1280,256,4,True,True,False,False,0,1,,True,dense,2260816,1.0,250,63.97727323033282,0.9996448942239503,0.006247780588899689,64.0
e25_bridge1k_1280_ip_r4_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_h256_recall,bridge_1k,recall_single,recall_single,1280,256,4,True,True,False,False,0,1,,True,e18,2260813,1.0,350,63.97671567870209,0.9996361824797202,0.006247726140498251,64.0
e25_bridge1k_1280_ip_r4_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_h256_recall,bridge_1k,recall_single,recall_single,1280,256,4,True,True,False,False,0,1,,True,e21,2277453,0.47412109375,800,24.910159595676706,0.38922124368244854,0.0024326327730153034,64.0
e25_bridge1k_1280_ip_r4_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_h256_recall,bridge_1k,recall_single,recall_single,1280,256,4,True,True,False,False,0,1,,True,e18_local,2260812,0.25048828125,800,0.0,0.0,0.0,64.0
e25_bridge1k_1280_ip_r4_h256_recall_s8k/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_h256_recall_s8k,bridge_1k,recall_single,recall_single,1280,256,4,True,True,False,False,0,1,,True,e18,2260813,1.0,6200,63.052688129218204,0.9851982520190344,0.006157489075118965,64.0
e25_bridge1k_1280_ip_r4_h256_recall_s8k/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_h256_recall_s8k,bridge_1k,recall_single,recall_single,1280,256,4,True,True,False,False,0,1,,True,e21,2277453,0.22802734375,8000,0.0,0.0,0.0,64.0
e25_bridge1k_1280_ip_r4_h256_recall_s8k/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_h256_recall_s8k,bridge_1k,recall_single,recall_single,1280,256,4,True,True,False,False,0,1,,True,e18_local,2260812,0.2568359375,8000,0.00432002832821157,6.750044262830578e-05,4.2187776642691113e-07,64.0
e25_bridge1k_1280_ip_r4_rem_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_rem_h256_recall,bridge_1k,recall_single,recall_single,1280,256,4,True,True,True,False,0,1,,True,dense,2260816,0.9970703125,1550,62.386296074017416,0.9747858761565221,0.0060924117259782634,64.0
e25_bridge1k_1280_ip_r4_rem_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_rem_h256_recall,bridge_1k,recall_single,recall_single,1280,256,4,True,True,True,False,0,1,,True,e18,2260813,0.75732421875,1550,39.896894271067886,0.6233889729854357,0.003896181081158973,64.0
e25_bridge1k_1280_ip_r4_rem_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_rem_h256_recall,bridge_1k,recall_single,recall_single,1280,256,4,True,True,True,False,0,1,,True,e21,2277453,0.7197265625,1550,45.311776288650655,0.7079965045101665,0.00442497815318854,64.0
e25_bridge1k_1280_ip_r4_rem_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_rem_h256_recall,bridge_1k,recall_single,recall_single,1280,256,4,True,True,True,False,0,1,,True,e18_local,2260812,0.25048828125,1550,0.0,0.0,0.0,64.0
e25_bridge1k_1280_ip_r4_rem_h256_recall_s8k/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_rem_h256_recall_s8k,bridge_1k,recall_single,recall_single,1280,256,4,True,True,True,False,0,1,,True,e18,2260813,1.0,400,63.955611147481704,0.9993064241794016,0.0062456651511212605,64.0
e25_bridge1k_1280_ip_r4_rem_h256_recall_s8k/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_rem_h256_recall_s8k,bridge_1k,recall_single,recall_single,1280,256,4,True,True,True,False,0,1,,True,e21,2277453,0.22802734375,8000,0.0,0.0,0.0,64.0
e25_bridge1k_1280_ip_r4_rem_h256_recall_s8k/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r4_rem_h256_recall_s8k,bridge_1k,recall_single,recall_single,1280,256,4,True,True,True,False,0,1,,True,e18_local,2260812,0.2568359375,8000,0.004845607309248313,7.571261420700489e-05,4.7320383879378054e-07,64.0
e25_bridge1k_1280_ip_r8_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r8_h256_recall,bridge_1k,recall_single,recall_single,1280,256,8,True,True,False,False,0,1,,True,dense,2260816,0.9990234375,550,63.84709691631789,0.997610889317467,0.006235068058234169,64.0
e25_bridge1k_1280_ip_r8_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r8_h256_recall,bridge_1k,recall_single,recall_single,1280,256,8,True,True,False,False,0,1,,True,e18,2260813,1.0,400,63.94834558050589,0.9991928996954045,0.006244955623096278,64.0
e25_bridge1k_1280_ip_r8_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r8_h256_recall,bridge_1k,recall_single,recall_single,1280,256,8,True,True,False,False,0,1,,True,e21,2277453,0.22802734375,800,0.0,0.0,0.0,64.0
e25_bridge1k_1280_ip_r8_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r8_h256_recall,bridge_1k,recall_single,recall_single,1280,256,8,True,True,False,False,0,1,,True,e18_local,2260812,0.25048828125,800,0.004482379950626061,7.003718672853221e-05,4.377324170533263e-07,64.0
e25_bridge1k_1280_ip_r8_h256_recall_extrahop/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r8_h256_recall_extrahop,bridge_1k,recall_single,recall_single,1280,256,8,True,True,False,False,1,1,,True,dense,2260816,0.93701171875,3200,58.936755430197834,0.9208868035968412,0.005755542522480258,64.0
e25_bridge1k_1280_ip_r8_h256_recall_extrahop/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r8_h256_recall_extrahop,bridge_1k,recall_single,recall_single,1280,256,8,True,True,False,False,1,1,,True,e18,2260813,1.0,1200,63.990768810388914,0.9998557626623268,0.006249098516639543,64.0
e25_bridge1k_1280_ip_r8_h256_recall_extrahop/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r8_h256_recall_extrahop,bridge_1k,recall_single,recall_single,1280,256,8,True,True,False,False,1,1,,True,e21,2277453,0.25048828125,3200,0.009743673205821103,0.00015224489384095473,9.515305865059671e-07,64.0
e25_bridge1k_1280_ip_r8_h256_recall_extrahop/bridge_1k_recall_single.json,e25_bridge1k_1280_ip_r8_h256_recall_extrahop,bridge_1k,recall_single,recall_single,1280,256,8,True,True,False,False,1,1,,True,e18_local,2260812,0.25048828125,3200,0.0,0.0,0.0,64.0
e25_bridge1k_1536_ip_id_h256_glob2_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_glob2_recall,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,0,2,,True,dense,2802067,1.0,250,63.98158529624971,0.9997122702539017,0.005206834740905738,64.0
e25_bridge1k_1536_ip_id_h256_glob2_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_glob2_recall,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,0,2,,True,e18,2802064,0.23486328125,800,0.0,0.0,0.0,64.0
e25_bridge1k_1536_ip_id_h256_glob2_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_glob2_recall,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,0,2,,True,e21,2835344,0.24658203125,800,0.0,0.0,0.0,64.0
e25_bridge1k_1536_ip_id_h256_glob2_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_glob2_recall,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,0,2,,True,e18_local,2802062,0.24658203125,800,0.0,0.0,0.0,64.0
e25_bridge1k_1536_ip_id_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_recall,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,0,1,,True,dense,2260816,1.0,200,63.950097105566854,0.9992202672744821,0.005204272225387927,64.0
e25_bridge1k_1536_ip_id_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_recall,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,0,1,,True,e18,2260813,1.0,400,63.94841358352093,0.9991939622425146,0.005204135220013097,64.0
e25_bridge1k_1536_ip_id_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_recall,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,0,1,,True,e21,2277453,0.29248046875,800,1.4975559547915303,0.02339931179361766,0.00012187141559175865,64.0
e25_bridge1k_1536_ip_id_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_recall,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,0,1,,True,e18_local,2260812,0.24658203125,800,0.0,0.0,0.0,64.0
e25_bridge1k_1536_ip_id_h256_recall_extrahop/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_recall_extrahop,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,1,1,,True,dense,2260816,1.0,200,63.920746898397596,0.9987616702874624,0.005201883699413867,64.0
e25_bridge1k_1536_ip_id_h256_recall_extrahop/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_recall_extrahop,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,1,1,,True,e18,2260813,1.0,350,63.94192087298772,0.9990925136404332,0.005203606841877256,64.0
e25_bridge1k_1536_ip_id_h256_recall_extrahop/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_recall_extrahop,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,1,1,,True,e21,2277453,0.24658203125,800,0.0,0.0,0.0,64.0
e25_bridge1k_1536_ip_id_h256_recall_extrahop/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_id_h256_recall_extrahop,bridge_1k,recall_single,recall_single,1536,256,1,True,True,False,False,1,1,,True,e18_local,2260812,0.24658203125,800,0.0,0.0,0.0,64.0
e25_bridge1k_1536_ip_r16_mean/bridge_1k_far_copy.json,e25_bridge1k_1536_ip_r16_mean,bridge_1k,far_copy,far_copy,1536,256,16,True,True,False,False,0,1,,True,dense,2260816,0.99072265625,300,62.41121868189322,0.9751752919045815,0.005079037978669695,64.0
e25_bridge1k_1536_ip_r16_mean/bridge_1k_far_copy.json,e25_bridge1k_1536_ip_r16_mean,bridge_1k,far_copy,far_copy,1536,256,16,True,True,False,False,0,1,,True,e18,2260813,0.2578125,800,0.0,0.0,0.0,64.0
e25_bridge1k_1536_ip_r16_mean/bridge_1k_far_copy.json,e25_bridge1k_1536_ip_r16_mean,bridge_1k,far_copy,far_copy,1536,256,16,True,True,False,False,0,1,,True,e21,2277453,0.248046875,800,0.0,0.0,0.0,64.0
e25_bridge1k_1536_ip_r16_mean/bridge_1k_far_copy.json,e25_bridge1k_1536_ip_r16_mean,bridge_1k,far_copy,far_copy,1536,256,16,True,True,False,False,0,1,,True,e18_local,2260812,0.259765625,800,0.023576581780018528,0.0003683840903127895,1.918667137045779e-06,64.0
e25_bridge1k_1536_ip_r8_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_r8_h256_recall,bridge_1k,recall_single,recall_single,1536,256,8,True,True,False,False,0,1,,True,dense,2260816,0.9990234375,500,63.64872436340838,0.9945113181782559,0.0051797464488450825,64.0
e25_bridge1k_1536_ip_r8_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_r8_h256_recall,bridge_1k,recall_single,recall_single,1536,256,8,True,True,False,False,0,1,,True,e18,2260813,0.8583984375,800,52.58085107636231,0.8215757980681611,0.0042790406149383385,64.0
e25_bridge1k_1536_ip_r8_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_r8_h256_recall,bridge_1k,recall_single,recall_single,1536,256,8,True,True,False,False,0,1,,True,e21,2277453,0.24658203125,800,0.0,0.0,0.0,64.0
e25_bridge1k_1536_ip_r8_h256_recall/bridge_1k_recall_single.json,e25_bridge1k_1536_ip_r8_h256_recall,bridge_1k,recall_single,recall_single,1536,256,8,True,True,False,False,0,1,,True,e18_local,2260812,0.24658203125,800,0.0,0.0,0.0,64.0
e25_bridge1k_2k_ip_r16_mean/bridge_1k_far_copy.json,e25_bridge1k_2k_ip_r16_mean,bridge_1k,far_copy,far_copy,2048,256,16,True,True,False,,,,,True,dense,2260816,0.99951171875,250,63.78711359739526,0.996673649959301,0.0038932564451535194,64.0
e25_bridge1k_2k_ip_r16_mean/bridge_1k_far_copy.json,e25_bridge1k_2k_ip_r16_mean,bridge_1k,far_copy,far_copy,2048,256,16,True,True,False,,,,,True,e18,2260813,0.2392578125,800,0.0,0.0,0.0,64.0
e25_bridge1k_2k_ip_r16_mean/bridge_1k_far_copy.json,e25_bridge1k_2k_ip_r16_mean,bridge_1k,far_copy,far_copy,2048,256,16,True,True,False,,,,,True,e21,2277453,0.25048828125,800,0.0,0.0,0.0,64.0
e25_bridge1k_2k_ip_r16_mean/bridge_1k_far_copy.json,e25_bridge1k_2k_ip_r16_mean,bridge_1k,far_copy,far_copy,2048,256,16,True,True,False,,,,,True,e18_local,2260812,0.259765625,800,0.013780449986872948,0.00021531953104488981,8.410919181441008e-07,64.0
e25_bridge1k_640_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_640_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,640,256,1,True,True,False,False,0,1,,True,dense,2260816,0.998046875,200,63.75851432291147,0.9962267862954918,0.012452834828693648,64.0
e25_bridge1k_640_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_640_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,640,256,1,True,True,False,False,0,1,,True,e18,2260813,1.0,300,63.906130012283896,0.9985332814419359,0.012481666018024199,64.0
e25_bridge1k_640_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_640_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,640,256,1,True,True,False,False,0,1,,True,e21,2277453,1.0,450,63.94808268890067,0.999188792014073,0.012489859900175912,64.0
e25_bridge1k_640_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_640_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,640,256,1,True,True,False,False,0,1,,True,e18_local,2260812,0.2587890625,800,0.0,0.0,0.0,64.0
e25_bridge1k_672_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_672_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,672,256,1,True,True,False,False,0,1,,True,dense,2260816,1.0,200,63.76275872574778,0.9962931050898091,0.011860632203450109,64.0
e25_bridge1k_672_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_672_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,672,256,1,True,True,False,False,0,1,,True,e18,2260813,1.0,350,63.9312843721562,0.9989263183149406,0.011891979979939769,64.0
e25_bridge1k_672_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_672_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,672,256,1,True,True,False,False,0,1,,True,e21,2277453,1.0,500,63.955756118107466,0.9993086893454292,0.011896532016017014,64.0
e25_bridge1k_672_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_672_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,672,256,1,True,True,False,False,0,1,,True,e18_local,2260812,0.24560546875,800,0.0,0.0,0.0,64.0
e25_bridge1k_688_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_688_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,688,256,1,True,True,False,False,0,1,,True,dense,2260816,1.0,250,63.957359296039535,0.9993337390006177,0.011620159755821136,64.0
e25_bridge1k_688_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_688_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,688,256,1,True,True,False,False,0,1,,True,e18,2260813,1.0,350,63.73255489612711,0.9958211702519861,0.01157931593316263,64.0
e25_bridge1k_688_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_688_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,688,256,1,True,True,False,False,0,1,,True,e21,2277453,0.7236328125,800,31.572803262493295,0.49332505097645774,0.005736337802051834,64.0
e25_bridge1k_688_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_688_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,688,256,1,True,True,False,False,0,1,,True,e18_local,2260812,0.2529296875,800,0.0,0.0,0.0,64.0
e25_bridge1k_688_ip_id_h256_select_s8k/bridge_1k_select_1decoy.json,e25_bridge1k_688_ip_id_h256_select_s8k,bridge_1k,select_1decoy,select_1decoy,688,256,1,True,True,False,False,0,1,,True,dense,2260816,1.0,200,63.963206069295616,0.999425094832744,0.011621222032938883,64.0
e25_bridge1k_688_ip_id_h256_select_s8k/bridge_1k_select_1decoy.json,e25_bridge1k_688_ip_id_h256_select_s8k,bridge_1k,select_1decoy,select_1decoy,688,256,1,True,True,False,False,0,1,,True,e18,2260813,1.0,350,63.96135829844366,0.9993962234131822,0.011620886318757934,64.0
e25_bridge1k_688_ip_id_h256_select_s8k/bridge_1k_select_1decoy.json,e25_bridge1k_688_ip_id_h256_select_s8k,bridge_1k,select_1decoy,select_1decoy,688,256,1,True,True,False,False,0,1,,True,e21,2277453,0.99462890625,400,62.68340418656751,0.9794281904151173,0.011388699888547876,64.0
e25_bridge1k_688_ip_id_h256_select_s8k/bridge_1k_select_1decoy.json,e25_bridge1k_688_ip_id_h256_select_s8k,bridge_1k,select_1decoy,select_1decoy,688,256,1,True,True,False,False,0,1,,True,e18_local,2260812,0.2607421875,8000,0.008409087835125707,0.00013139199742383918,1.5278139235330137e-06,64.0
e25_bridge1k_692_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_692_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,692,256,1,True,True,False,False,0,1,,True,dense,2260816,1.0,200,63.96969845333051,0.9995265383332892,0.011555220096338603,64.0
e25_bridge1k_692_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_692_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,692,256,1,True,True,False,False,0,1,,True,e18,2260813,1.0,350,63.885489092545654,0.9982107670710259,0.011540008867873132,64.0
e25_bridge1k_692_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_692_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,692,256,1,True,True,False,False,0,1,,True,e21,2277453,0.998046875,500,62.758249746353115,0.9805976522867674,0.011336389043777657,64.0
e25_bridge1k_692_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_692_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,692,256,1,True,True,False,False,0,1,,True,e18_local,2260812,0.23046875,800,0.0,0.0,0.0,64.0
e25_bridge1k_696_ip_id_h256_keepswa_select/bridge_1k_select_1decoy.json,e25_bridge1k_696_ip_id_h256_keepswa_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,True,0,1,,True,dense,2260816,1.0,200,63.92018554702518,0.9987528991722684,0.01147991838129044,64.0
e25_bridge1k_696_ip_id_h256_keepswa_select/bridge_1k_select_1decoy.json,e25_bridge1k_696_ip_id_h256_keepswa_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,True,0,1,,True,e18,2260813,1.0,350,63.91299695437815,0.9986405774121586,0.011478627326576537,64.0
e25_bridge1k_696_ip_id_h256_keepswa_select/bridge_1k_select_1decoy.json,e25_bridge1k_696_ip_id_h256_keepswa_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,True,0,1,,True,e21,2277453,0.25,800,0.009317156231681337,0.0001455805661200209,1.6733398404600103e-06,64.0
e25_bridge1k_696_ip_id_h256_keepswa_select/bridge_1k_select_1decoy.json,e25_bridge1k_696_ip_id_h256_keepswa_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,True,0,1,,True,e18_local,2260812,0.2470703125,800,0.0,0.0,0.0,64.0
e25_bridge1k_696_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_696_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,False,0,1,,True,dense,2260816,1.0,200,63.946047494580476,0.9991569921028199,0.01148456312761862,64.0
e25_bridge1k_696_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_696_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,False,0,1,,True,e18,2260813,1.0,350,63.9286798265831,0.9988856222903609,0.011481443934371964,64.0
e25_bridge1k_696_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_696_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,False,0,1,,True,e21,2277453,0.25,800,0.0008143339730240784,1.2723968328501225e-05,1.4625250952300258e-07,64.0
e25_bridge1k_696_ip_id_h256_select/bridge_1k_select_1decoy.json,e25_bridge1k_696_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,False,0,1,,True,e18_local,2260812,0.2470703125,800,0.0,0.0,0.0,64.0
e25_bridge1k_696_pack32_ip_id_h256_select/800/bridge_1k_select_1decoy.json,e25_bridge1k_696_pack32_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,False,0,1,,True,dense,2260816,1.0,200,63.947403180072655,0.9991781746886352,0.011484806605616496,64.0
e25_bridge1k_696_pack32_ip_id_h256_select/800/bridge_1k_select_1decoy.json,e25_bridge1k_696_pack32_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,False,0,1,,True,e18,2260813,0.998046875,550,63.33045326703443,0.989538332297413,0.011374003819510493,64.0
e25_bridge1k_696_pack32_ip_id_h256_select/800/bridge_1k_select_1decoy.json,e25_bridge1k_696_pack32_ip_id_h256_select,bridge_1k,select_1decoy,select_1decoy,696,256,1,True,True,False,False,0,1,,True,e21,2277453,0.4970703125,800,31.670255511778194,0.4948477423715343,0.005687905084730279,64.0
